Product_Id,Product_Category,Product_Cost,Product_Name,Recomsale_Price,Serving_Size,Source_System,EFF_START_DTTM,EFF_END_DTTM,CURR_IND,LOAD_DTTM
99,Iced Tea,6.00,Online: Teavana Shaken Iced Black Tea Lemonade,5.40,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
98,Iced Tea,6.00,Online: Teavana Shaken Iced Black Tea Lemonade,5.40,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
97,Iced Tea,6.00,Online: Teavana Shaken Iced Black Tea Lemonade,5.40,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
96,Iced Tea,7.00,Online: Teavana Shaken Iced Black Tea,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
95,Iced Tea,7.00,Online: Teavana Shaken Iced Black Tea,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
94,Iced Tea,7.00,Online: Teavana Shaken Iced Black Tea,7.20,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
93,Iced Tea,2.00,Online: Nitro Lemon Fog,1.80,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
92,Iced Tea,2.00,Online: Nitro Lemon Fog,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
91,Iced Tea,2.00,Online: Nitro Lemon Fog,4.50,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
90,Evolution Fresh,7.00,Online: Evolution Fresh Watermelon,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
9,Hot Brew,6.00,Online: Vanilla Creme,5.40,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
89,Evolution Fresh,7.00,Online: Evolution Fresh Watermelon,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
88,Evolution Fresh,6.00,Online: Evolution Fresh Watermelon,8.10,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
87,Evolution Fresh,7.00,Online: Evolution Fresh Organic Super Fruit Greens,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
86,Evolution Fresh,7.00,Online: Evolution Fresh Organic Super Fruit Greens,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
85,Evolution Fresh,7.00,Online: Evolution Fresh Organic Super Fruit Greens,7.20,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
84,Evolution Fresh,3.00,Online: Evolution Fresh Organic Strawberry Lemonade,2.70,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
83,Evolution Fresh,3.00,Online: Evolution Fresh Organic Strawberry Lemonade,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
82,Evolution Fresh,3.00,Online: Evolution Fresh Organic Strawberry Lemonade,2.70,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
81,Evolution Fresh,2.00,Online: Evolution Fresh Organic Green Devotion,1.80,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
80,Evolution Fresh,2.00,Online: Evolution Fresh Organic Green Devotion,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
8,Hot Brew,6.00,Online: Vanilla Creme,5.40,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
79,Evolution Fresh,2.00,Online: Evolution Fresh Organic Green Devotion,1.80,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
78,Evolution Fresh,2.00,Online: Evolution Fresh Organic Defense Up,1.80,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
77,Evolution Fresh,2.00,Online: Evolution Fresh Organic Defense Up,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
76,Evolution Fresh,2.00,Online: Evolution Fresh Organic Defense Up,2.70,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
75,Evolution Fresh,1.00,Online: Evolution Fresh Orange,.90,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
74,Evolution Fresh,1.00,Online: Evolution Fresh Orange,1.80,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
73,Evolution Fresh,1.00,Online: Evolution Fresh Orange,3.60,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
72,Refreshers Beverages,3.00,Online: Violet Drink,2.70,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
71,Refreshers Beverages,3.00,Online: Violet Drink,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
70,Refreshers Beverages,3.00,Online: Violet Drink,4.50,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
7,Hot Brew,6.00,Online: Vanilla Creme,7.20,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
69,Refreshers Beverages,4.00,Online: "Very Berry Hibiscus Starbucks Refreshers"" Beverage",3.60,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
68,Refreshers Beverages,5.00,Online: "Very Berry Hibiscus Starbucks Refreshers"" Beverage",4.50,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
67,Refreshers Beverages,4.00,Online: "Very Berry Hibiscus Starbucks Refreshers"" Beverage",4.50,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
66,Refreshers Beverages,4.00,Online: Very Berry Hibiscus Lemonade Starbucks Refreshers,3.60,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
65,Refreshers Beverages,4.00,Online: Very Berry Hibiscus Lemonade Starbucks Refreshers,3.60,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
64,Refreshers Beverages,3.00,Online: Very Berry Hibiscus Lemonade Starbucks Refreshers,5.40,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
63,Refreshers Beverages,6.00,Online: "Strawberry Acai Starbucks Refreshers"" Beverage",5.40,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
62,Refreshers Beverages,6.00,Online: "Strawberry Acai Starbucks Refreshers"" Beverage",6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
61,Refreshers Beverages,6.00,Online: "Strawberry Acai Starbucks Refreshers"" Beverage",8.10,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
60,Refreshers Beverages,4.00,Online: Strawberry Acai Lemonade Starbucks Refreshers,4.50,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
6,Hot Brew,6.00,Online: Hot Chocolate,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
59,Refreshers Beverages,5.00,Online: Strawberry Acai Lemonade Starbucks Refreshers,4.50,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
58,Refreshers Beverages,4.00,Online: Strawberry Acai Lemonade Starbucks Refreshers,5.40,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
57,Refreshers Beverages,4.00,Online: Pink Drink,3.60,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
56,Refreshers Beverages,4.00,Online: Pink Drink,4.50,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
55,Refreshers Beverages,4.00,Online: Pink Drink,5.40,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
54,Refreshers Beverages,2.00,Online: Mango Dragonfruit Starbucks Refreshers Beverage,1.80,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
53,Refreshers Beverages,2.00,Online: Mango Dragonfruit Starbucks Refreshers Beverage,2.70,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
52,Refreshers Beverages,2.00,Online: Mango Dragonfruit Starbucks Refreshers Beverage,2.70,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
51,Refreshers Beverages,5.00,Online: Mango Dragonfruit Lemonade Starbucks Refreshers Beverage,4.50,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
50,Refreshers Beverages,5.00,Online: Mango Dragonfruit Lemonade Starbucks Refreshers Beverage,5.40,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
5,Hot Brew,7.00,Online: Hot Chocolate,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
49,Refreshers Beverages,5.00,Online: Mango Dragonfruit Lemonade Starbucks Refreshers Beverage,5.40,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
48,Refreshers Beverages,7.00,Online: Dragon Drink,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
47,Refreshers Beverages,7.00,Online: Dragon Drink,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
46,Refreshers Beverages,6.00,Online: Dragon Drink,6.30,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4573,Mercato,6.00,Za'atar Chicken & Lemon Tahini,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4572,Mercato,6.00,Za'atar Chicken & Lemon Tahini,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4571,Mercato,6.00,Za'atar Chicken & Lemon Tahini,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4570,Mercato,7.00,Vegan Superberry Acai,7.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4569,Mercato,7.00,Vegan Superberry Acai,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4568,Mercato,7.00,Vegan Superberry Acai,8.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4567,Mercato,4.00,Turkey Pastrami Reuben,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4566,Mercato,5.00,Turkey Pastrami Reuben,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4565,Mercato,4.00,Turkey Pastrami Reuben,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4564,Mercato,7.00,Strawberry & Toasted Almonds Overnight Grains,7.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4563,Mercato,7.00,Strawberry & Toasted Almonds Overnight Grains,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4562,Mercato,7.00,Strawberry & Toasted Almonds Overnight Grains,9.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4561,Mercato,5.00,Smoked Pork Cubano,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4560,Mercato,5.00,Smoked Pork Cubano,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4559,Mercato,5.00,Smoked Pork Cubano,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4558,Mercato,2.00,Smoked Mozzarella & Roasted Pepper Sandwich,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4557,Mercato,2.00,Smoked Mozzarella & Roasted Pepper Sandwich,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4556,Mercato,2.00,Smoked Mozzarella & Roasted Pepper Sandwich,3.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4555,Mercato,4.00,Seasoned Turkey & Green Pepper Pico,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4554,Mercato,4.00,Seasoned Turkey & Green Pepper Pico,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4553,Mercato,4.00,Seasoned Turkey & Green Pepper Pico,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4552,Mercato,7.00,Roasted Turkey & Dill Havarti Sandwich,8.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4551,Mercato,8.00,Roasted Turkey & Dill Havarti Sandwich,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4550,Mercato,7.00,Roasted Turkey & Dill Havarti Sandwich,8.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4549,Mercato,4.00,Mango & Coconut Yogurt Bowl,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4548,Mercato,4.00,Mango & Coconut Yogurt Bowl,4.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4547,Mercato,4.00,Mango & Coconut Yogurt Bowl,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4546,Mercato,3.00,Honey BBQ Sriracha Chicken Sandwich,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4545,Mercato,4.00,Honey BBQ Sriracha Chicken Sandwich,4.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4544,Mercato,3.00,Honey BBQ Sriracha Chicken Sandwich,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4543,Mercato,1.00,Holiday Turkey & Stuffing Panini,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4542,Mercato,1.00,Holiday Turkey & Stuffing Panini,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4541,Mercato,1.00,Holiday Turkey & Stuffing Panini,2.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4540,Mercato,4.00,Herbed Chicken & Manchego Cheese Sandwich,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4539,Mercato,5.00,Herbed Chicken & Manchego Cheese Sandwich,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4538,Mercato,4.00,Herbed Chicken & Manchego Cheese Sandwich,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4537,Mercato,2.00,Grilled Chicken & Cauliflower Tabbouleh,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4536,Mercato,3.00,Grilled Chicken & Cauliflower Tabbouleh,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4535,Mercato,2.00,Grilled Chicken & Cauliflower Tabbouleh,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4534,Mercato,7.00,Farmers' Market Protein Box,7.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4533,Mercato,8.00,Farmers' Market Protein Box,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4532,Mercato,7.00,Farmers' Market Protein Box,9.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4531,Mercato,1.00,Crispy Grilled Cheese Sandwich,1.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4530,Mercato,2.00,Crispy Grilled Cheese Sandwich,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4529,Mercato,1.00,Crispy Grilled Cheese Sandwich,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4528,Mercato,4.00,Chipotle Chicken Wrap,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4527,Mercato,5.00,Chipotle Chicken Wrap,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4526,Mercato,4.00,Chipotle Chicken Wrap,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4525,Mercato,6.00,Chicken & Fig Spread Sandwich,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4524,Mercato,6.00,Chicken & Fig Spread Sandwich,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4523,Mercato,6.00,Chicken & Fig Spread Sandwich,7.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4522,Mercato,2.00,Baja Black Bean Veggie Wrap,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4521,Mercato,3.00,Baja Black Bean Veggie Wrap,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4520,Mercato,2.00,Baja Black Bean Veggie Wrap,3.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4519,Sandwiches Paninis & Salads,7.00,Turkey Pesto Panini,8.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4518,Sandwiches Paninis & Salads,8.00,Turkey Pesto Panini,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4517,Sandwiches Paninis & Salads,7.00,Turkey Pesto Panini,8.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4516,Sandwiches Paninis & Salads,4.00,Tomato & Mozzarella,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4515,Sandwiches Paninis & Salads,5.00,Tomato & Mozzarella,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4514,Sandwiches Paninis & Salads,4.00,Tomato & Mozzarella,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4513,Sandwiches Paninis & Salads,4.00,Ham & Swiss Panini,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4512,Sandwiches Paninis & Salads,4.00,Ham & Swiss Panini,4.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4511,Sandwiches Paninis & Salads,4.00,Ham & Swiss Panini,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4510,Sandwiches Paninis & Salads,6.00,Crispy Grilled Cheese Sandwich,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4509,Sandwiches Paninis & Salads,7.00,Crispy Grilled Cheese Sandwich,7.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4508,Sandwiches Paninis & Salads,6.00,Crispy Grilled Cheese Sandwich,9.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4507,Sandwiches Paninis & Salads,6.00,Chicken Caprese,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4506,Sandwiches Paninis & Salads,6.00,Chicken Caprese,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4505,Sandwiches Paninis & Salads,5.00,Chicken Caprese,7.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4504,Sandwiches Paninis & Salads,2.00,Chicken & Double-Smoked Bacon,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
