Product_Id,Product_Category,Product_Cost,Product_Name,Recomsale_Price,Serving_Size,Source_System,EFF_START_DTTM,EFF_END_DTTM,CURR_IND,LOAD_DTTM
4503,Sandwiches Paninis & Salads,2.00,Chicken & Double-Smoked Bacon,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4502,Sandwiches Paninis & Salads,1.00,Chicken & Double-Smoked Bacon,2.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4501,Sandwiches Paninis & Salads,4.00,Baja Black Bean Veggie Wrap,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4500,Sandwiches Paninis & Salads,4.00,Baja Black Bean Veggie Wrap,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
45,Cold Brew,7.00,Online: Vanilla Sweet Cream Cold Brew,6.30,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4499,Sandwiches Paninis & Salads,4.00,Baja Black Bean Veggie Wrap,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4498,Yogurt Fruit & Spreads,5.00,Vegan Superberry Acai,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4497,Yogurt Fruit & Spreads,5.00,Vegan Superberry Acai,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4496,Yogurt Fruit & Spreads,4.00,Vegan Superberry Acai,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4495,Yogurt Fruit & Spreads,3.00,Mango & Coconut Yogurt Bowl,3.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4494,Yogurt Fruit & Spreads,3.00,Mango & Coconut Yogurt Bowl,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4493,Yogurt Fruit & Spreads,3.00,Mango & Coconut Yogurt Bowl,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4492,Yogurt Fruit & Spreads,3.00,Lemon Crunch Yogurt Parfait,3.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4491,Yogurt Fruit & Spreads,3.00,Lemon Crunch Yogurt Parfait,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4490,Yogurt Fruit & Spreads,3.00,Lemon Crunch Yogurt Parfait,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4489,Yogurt Fruit & Spreads,2.00,Justin's Classic Almond Butter,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4488,Yogurt Fruit & Spreads,3.00,Justin's Classic Almond Butter,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4487,Yogurt Fruit & Spreads,2.00,Justin's Classic Almond Butter,3.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4486,Yogurt Fruit & Spreads,4.00,Justin's Chocolate Hazelnut Butter,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4485,Yogurt Fruit & Spreads,4.00,Justin's Chocolate Hazelnut Butter,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4484,Yogurt Fruit & Spreads,4.00,Justin's Chocolate Hazelnut Butter,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4483,Yogurt Fruit & Spreads,5.00,Fresh Blueberries and Honey Greek Yogurt Parfait,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4482,Yogurt Fruit & Spreads,5.00,Fresh Blueberries and Honey Greek Yogurt Parfait,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4481,Yogurt Fruit & Spreads,5.00,Fresh Blueberries and Honey Greek Yogurt Parfait,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4480,Yogurt Fruit & Spreads,1.00,Berry Trio Parfait,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4479,Yogurt Fruit & Spreads,2.00,Berry Trio Parfait,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4478,Yogurt Fruit & Spreads,1.00,Berry Trio Parfait,3.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4477,Yogurt Fruit & Spreads,2.00,Avocado Spread,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4476,Yogurt Fruit & Spreads,2.00,Avocado Spread,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4475,Yogurt Fruit & Spreads,2.00,Avocado Spread,2.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4474,Protein Boxes & Bowls,5.95,Chicken & Quinoa Protein Bowl,6.35,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4473,Protein Boxes & Bowls,4.99,Cheese & Fruit,5.51,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4472,Protein Boxes & Bowls,2.90,PB&J,6.15,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4471,Protein Boxes & Bowls,4.19,Chicken Wrap,4.99,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4470,Protein Boxes & Bowls,4.91,Chicken BLT,6.55,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4469,Protein Boxes & Bowls,2.71,Smoked Turkey,3.47,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4468,Protein Boxes & Bowls,7.67,Eggs & Cheese,8.66,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4467,Bakery,5.37,The Classic - Bantam Bagels (2 Pack),9.36,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4466,Bakery,4.08,Strawberry Yogurt Scone,5.42,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4465,Bakery,7.53,Sprouted Grain Vegan Bagel,9.31,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4464,Bakery,6.00,Pumpkin Bread,7.79,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4463,Bakery,7.39,Plain Bagel,11.32,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4462,Bakery,1.98,Petite Vanilla Bean Scone,3.32,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4461,Bakery,6.50,Old-Fashioned Glazed Doughnut,9.28,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4460,Bakery,3.23,Morning Muffin,6.31,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4459,Bakery,3.31,Morning Bun,5.98,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4458,Bakery,1.36,Lemon Cake Pop,5.04,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4457,Bakery,3.08,Iced Lemon Loaf Cake,6.20,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4456,Bakery,4.58,Gluten-Free Marshmallow Dream Bar,5.69,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4455,Bakery,7.18,Frosted Doughnut Cake Pop,8.54,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4454,Bakery,6.15,French Toast - Bantam Bagels (2 Pack),7.14,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4453,Bakery,3.68,Everything Bagel,5.40,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4452,Bakery,6.93,Everybody's Favorite - Bantam Bagel (2 Pack),9.26,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4451,Bakery,4.46,Double Chocolate Chunk Brownie,8.09,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4450,Bakery,5.36,Confetti Sugar Cookie,6.03,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4449,Bakery,7.44,Classic Coffee Cake,10.86,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4448,Bakery,1.48,Cinnamon Raisin Bagel,2.70,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4447,Bakery,2.14,Chocolate Croissant,5.98,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4446,Bakery,6.05,Chocolate Chip Cookie Dough Cake Pop,9.09,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4445,Bakery,4.45,Chocolate Chip Cookie,7.10,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4444,Bakery,3.41,Chocolate Cake Pop,5.60,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4443,Bakery,3.68,Cheese Danish,5.65,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4442,Bakery,4.89,Butter Croissant,7.73,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4441,BAKERY,6.71,Blueberry Scone,8.50,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4440,Bakery,7.72,Blueberry Oat Cake,9.92,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4439,Bakery,4.70,Blueberry Muffin,7.23,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4438,Bakery,1.93,Birthday Cake Pop,5.92,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4437,Bakery,6.67,Banana Nut Bread,7.47,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4436,Bakery,2.81,Almond Croissant,5.73,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4435,Bakery,6.39,8-Grain Roll,9.55,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4434,Bakery,7.81,Chonga Bagel,9.56,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4433,Hot Breakfast,5.61,Spinach,8.14,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4432,Hot Breakfast,4.75,Spicy Chorizo,5.31,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4431,Hot Breakfast,3.12,Sous Vide Egg Bites: Ham,7.10,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4430,Hot Breakfast,4.58,Sous Vide Egg Bites: Egg White & Red Pepper,6.17,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4429,Hot Breakfast,7.57,Sous Vide Egg Bites: Chicken Chorizo Tortilla,8.99,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4428,Hot Breakfast,5.45,Sous Vide Egg Bites: Bacon & Gruyere,6.03,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4427,Hot Breakfast,2.15,Sausage,4.32,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4426,Hot Breakfast,7.04,Roasted Ham,8.10,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4425,Hot Breakfast,1.53,Reduced-Fat Turkey Bacon & Cage Free Egg White Sandwich,3.67,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4424,Hot Breakfast,5.51,Hearty Blueberry Oatmeal,8.85,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4423,Hot Breakfast,4.69,Ham & Cheese Croissant,7.74,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4422,Hot Breakfast,1.87,Double-Smoked Bacon,4.66,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4421,Hot Breakfast,7.20,Classic Oatmeal,7.94,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4420,Hot Breakfast,4.31,Chicken Sausage & Bacon Biscuit,7.84,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4419,Hot Breakfast,2.46,Bacon,5.41,,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4418,Blended Beverages,5.00,White Chocolate Mocha Frappuccino Blended Coffee,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4417,Blended Beverages,5.00,White Chocolate Mocha Frappuccino Blended Coffee,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4416,Blended Beverages,5.00,White Chocolate Mocha Frappuccino Blended Coffee,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4415,Blended Beverages,5.00,Vanilla Bean Creme Frappuccino Blended Creme,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4414,Blended Beverages,5.00,Vanilla Bean Creme Frappuccino Blended Creme,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4413,Blended Beverages,5.00,Vanilla Bean Creme Frappuccino Blended Creme,7.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4412,Blended Beverages,2.00,Strawberry Frappuccino Blended Creme,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4411,Blended Beverages,3.00,Strawberry Frappuccino Blended Creme,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4410,Blended Beverages,2.00,Strawberry Frappuccino Blended Creme,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4409,Blended Beverages,7.00,S'mores Frappuccino,7.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4408,Blended Beverages,7.00,S'mores Frappuccino,7.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4407,Blended Beverages,7.00,S'mores Frappuccino,8.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4406,Blended Beverages,5.00,S'mores Creme Frappuccino,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4405,Blended Beverages,5.00,S'mores Creme Frappuccino,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4404,Blended Beverages,5.00,S'mores Creme Frappuccino,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4403,Blended Beverages,5.00,Mocha Frappuccino Blended Coffee,5.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4402,Blended Beverages,5.00,Mocha Frappuccino Blended Coffee,5.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4401,Blended Beverages,5.00,Mocha Frappuccino Blended Coffee,5.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4400,Blended Beverages,7.00,Mocha Cookie Crumble Frappuccino,7.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
44,Cold Brew,7.00,Online: Vanilla Sweet Cream Cold Brew,6.30,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4399,Blended Beverages,7.00,Mocha Cookie Crumble Frappuccino,7.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4398,Blended Beverages,7.00,Mocha Cookie Crumble Frappuccino,8.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4397,Blended Beverages,6.00,Matcha Green Tea Creme Frappuccino,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4396,Blended Beverages,6.00,Matcha Green Tea Creme Frappuccino,7.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4395,Blended Beverages,6.00,Matcha Green Tea Creme Frappuccino,9.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4394,Blended Beverages,5.00,Java Chip Frappuccino Blended Coffee,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4393,Blended Beverages,5.00,Java Chip Frappuccino Blended Coffee,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4392,Blended Beverages,5.00,Java Chip Frappuccino Blended Coffee,7.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4391,Blended Beverages,5.00,Espresso Frappuccino Blended Coffee,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4390,Blended Beverages,6.00,Espresso Frappuccino Blended Coffee,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4389,Blended Beverages,5.00,Espresso Frappuccino Blended Coffee,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4388,Blended Beverages,1.00,Double Chocolaty Chip Creme Frappuccino Blended Creme,1.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4387,Blended Beverages,2.00,Double Chocolaty Chip Creme Frappuccino Blended Creme,2.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4386,Blended Beverages,1.00,Double Chocolaty Chip Creme Frappuccino Blended Creme,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4385,Blended Beverages,2.00,Coffee Frappuccino Blended Coffee,2.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4384,Blended Beverages,3.00,Coffee Frappuccino Blended Coffee,3.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4383,Blended Beverages,2.00,Coffee Frappuccino Blended Coffee,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4382,Blended Beverages,3.00,Chocolate Cookie Crumble Creme Frappuccino,3.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4381,Blended Beverages,3.00,Chocolate Cookie Crumble Creme Frappuccino,4.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4380,Blended Beverages,3.00,Chocolate Cookie Crumble Creme Frappuccino,4.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4379,Blended Beverages,4.00,Chai Creme Frappuccino Blended Creme,4.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4378,Blended Beverages,4.00,Chai Creme Frappuccino Blended Creme,4.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4377,Blended Beverages,3.00,Chai Creme Frappuccino Blended Creme,6.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4376,Blended Beverages,6.00,Caramel Ribbon Crunch Frappuccino,6.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4375,Blended Beverages,6.00,Caramel Ribbon Crunch Frappuccino,6.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4374,Blended Beverages,6.00,Caramel Ribbon Crunch Frappuccino,7.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4373,Blended Beverages,8.00,Caramel Ribbon Crunch Creme Frappuccino,8.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4372,Blended Beverages,8.00,Caramel Ribbon Crunch Creme Frappuccino,8.00,GRANDE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4371,Blended Beverages,7.00,Caramel Ribbon Crunch Creme Frappuccino,9.00,LARGE,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
4370,Blended Beverages,3.00,Caramel Frappuccino Blended Coffee,3.00,VENTI,AZURE,2024-04-10 00:00:00,9999-12-31 23:59:59,Y,2024-04-10 03:52:39
